pgs_id,name,trait_id,trait_label,trait_reported,variants_number,method_name,publication_id,pubmed_id,ftp_scoring_file,scoring_file
PGS001179,GBE_HC711,MONDO_0004648,vascular dementia,Vascular dementia (time-to-event),7,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001179/ScoringFiles/PGS001179.txt.gz,data/pgs/scoring_files/PGS001179.txt.gz
PGS001870,portability-PLR_695.4,MONDO_0004670,lupus erythematosus,Lupus (localized and systemic),87,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001870/ScoringFiles/PGS001870.txt.gz,data/pgs/scoring_files/PGS001870.txt.gz
PGS018450,TPMI_110.13_Lassosum2,MONDO_0004678,dermatophytosis,Dermatophytosis of the body,54,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018450/ScoringFiles/PGS018450.txt.gz,data/pgs/scoring_files/PGS018450.txt.gz
PGS001326,GBE_HC431,MONDO_0004849,pulmonary emphysema,Emphysema,42,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001326/ScoringFiles/PGS001326.txt.gz,data/pgs/scoring_files/PGS001326.txt.gz
PGS019390,TPMI_575_Lassosum2,MONDO_0004868,biliary tract disorder,Other biliary tract disease,114,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019390/ScoringFiles/PGS019390.txt.gz,data/pgs/scoring_files/PGS019390.txt.gz
PGS001024,GBE_HC61,MONDO_0004872,hemorrhoid,Hemorrhoid,786,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001024/ScoringFiles/PGS001024.txt.gz,data/pgs/scoring_files/PGS001024.txt.gz
PGS001879,portability-PLR_727.4,MONDO_0004874,ganglion or cyst of synovium/tendon/bursa,"Ganglion and cyst of synovium, tendon, and bursa",210,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001879/ScoringFiles/PGS001879.txt.gz,data/pgs/scoring_files/PGS001879.txt.gz
PGS000650,PRSWEB_PHECODE204.12_UKBB-SAIGE-HRC-X204.12_PT_MGI_20200608,MONDO_0004948,B-cell chronic lymphocytic leukemia,Chronic lymphocytic leukemia,6,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000650/ScoringFiles/PGS000650.txt.gz,data/pgs/scoring_files/PGS000650.txt.gz
PGS000638,PRSWEB_PHECODE201_GWAS-Catalog-r2019-05-03-X201_P_5e-08_MGI_20200608,MONDO_0004952,Hodgkins lymphoma,Hodgkin's disease,16,GWAS Hits,PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000638/ScoringFiles/PGS000638.txt.gz,data/pgs/scoring_files/PGS000638.txt.gz
PGS003448,PRS15_ALL,MONDO_0004967,acute lymphoblastic leukemia,Acute lymphoblastic leukemia,15,Genome-wide significant SNPs,PGP000448,36273105,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003448/ScoringFiles/PGS003448.txt.gz,data/pgs/scoring_files/PGS003448.txt.gz
PGS001349,GBE_HC807,MONDO_0004975,Alzheimer disease,Alzheimer's disease (time-to-event),6,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001349/ScoringFiles/PGS001349.txt.gz,data/pgs/scoring_files/PGS001349.txt.gz
PGS000037,PGS_AST,MONDO_0004979,asthma,Asthma,15,Pruning and Thresholding (P+T),PGP000025,24429243,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000037/ScoringFiles/PGS000037.txt.gz,data/pgs/scoring_files/PGS000037.txt.gz
PGS004587,PRS23_AD,MONDO_0004980,atopic eczema,Atopic dermatitis,23,Genome-wide significant SNPs,PGP000566,36857917,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004587/ScoringFiles/PGS004587.txt.gz,data/pgs/scoring_files/PGS004587.txt.gz
PGS003459,PRS_CO,MONDO_0004980|MONDO_0005271,atopic eczema|allergic disease,Atopic eczema or atopic disease,170,Genome-wide significant SNPs,PGP000451,36804406,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003459/ScoringFiles/PGS003459.txt.gz,data/pgs/scoring_files/PGS003459.txt.gz
PGS012580,PRS25_AF,MONDO_0004981,atrial fibrillation,Atrial fibrillation,25,Genome-wide significant SNPs,PGP000814,38528394,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012580/ScoringFiles/PGS012580.txt.gz,data/pgs/scoring_files/PGS012580.txt.gz
PGS001339,GBE_HC964,MONDO_0004981|MONDO_0005310,atrial fibrillation|atrial flutter,Atrial fibrillation and flutter (time-to-event),2142,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001339/ScoringFiles/PGS001339.txt.gz,data/pgs/scoring_files/PGS001339.txt.gz
PGS000152,cGRS_Bladder,MONDO_0004986,urinary bladder carcinoma,Bladder cancer,10,Pruning and Thresholding (P+T),PGP000075,30968590,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000152/ScoringFiles/PGS000152.txt.gz,data/pgs/scoring_files/PGS000152.txt.gz
PGS000521,PRSWEB_PHECODE174.1_iCOGS-ER-negative-BRCA_PT_MGI_20200608,MONDO_0004989,breast carcinoma,Breast cancer (female),9,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000521/ScoringFiles/PGS000521.txt.gz,data/pgs/scoring_files/PGS000521.txt.gz
PGS018585,TPMI_195_Lassosum2,MONDO_0004992,cancer,Cancer suspected or other,1,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018585/ScoringFiles/PGS018585.txt.gz,data/pgs/scoring_files/PGS018585.txt.gz
PGS004238,wGRS35,MONDO_0004995,cardiovascular disorder,Cardiovascular disease,35,Clumping and Thresholding (C+T),PGP000535,33350037,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004238/ScoringFiles/PGS004238.txt.gz,data/pgs/scoring_files/PGS004238.txt.gz
PGS012564,GRS22_COPD,MONDO_0005002,chronic obstructive pulmonary disease,Chronic obstructive pulmonary disease,22,genome-wide association SNPs,PGP000808,38225649,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012564/ScoringFiles/PGS012564.txt.gz,data/pgs/scoring_files/PGS012564.txt.gz
PGS001842,portability-PLR_428,MONDO_0005009,congestive heart failure,Congestive heart failure; nonhypertensive,2759,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001842/ScoringFiles/PGS001842.txt.gz,data/pgs/scoring_files/PGS001842.txt.gz
PGS000010,GRS27,MONDO_0005010,coronary artery disorder,Coronary heart disease,27,Genome-wide significant variants,PGP000003,25748612,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000010/ScoringFiles/PGS000010.txt.gz,data/pgs/scoring_files/PGS000010.txt.gz
PGS001330,GBE_HC1101,MONDO_0005011,Crohn disease,Crohn's disease [regional enteritis] (time-to-event),220,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001330/ScoringFiles/PGS001330.txt.gz,data/pgs/scoring_files/PGS001330.txt.gz
PGS000339,PRS22_CM,MONDO_0005012,cutaneous melanoma,Cutaneous melanoma,22,Clumping and Thresholding (C+T),PGP000106,32716505,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000339/ScoringFiles/PGS000339.txt.gz,data/pgs/scoring_files/PGS000339.txt.gz
PGS002589,disease_DIABETES_ANY_DIAGNOSED.P+T.5e-08,MONDO_0005015,diabetes mellitus,Diabetes (any type),267,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002589/ScoringFiles/PGS002589.txt.gz,data/pgs/scoring_files/PGS002589.txt.gz
PGS002592,disease_ENDOCRINE_DIABETES.P+T.5e-08,MONDO_0005015|MONDO_0005151,diabetes mellitus|endocrine system disorder,Endocrine and diabetes diseases,187,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002592/ScoringFiles/PGS002592.txt.gz,data/pgs/scoring_files/PGS002592.txt.gz
PGS001516,GBE_HC1112,MONDO_0005020,intestinal disorder,Other diseases of intestine (time-to-event),90,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001516/ScoringFiles/PGS001516.txt.gz,data/pgs/scoring_files/PGS001516.txt.gz
PGS018991,TPMI_345.1_Lassosum2,MONDO_0005027,epilepsy,Epilepsy,65,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018991/ScoringFiles/PGS018991.txt.gz,data/pgs/scoring_files/PGS018991.txt.gz
PGS001322,GBE_HC276,MONDO_0005041,glaucoma,Glaucoma,655,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001322/ScoringFiles/PGS001322.txt.gz,data/pgs/scoring_files/PGS001322.txt.gz
PGS003025,ExPRSweb_Hypertension_finngen-R4-I9_PT_UKB_20211120,MONDO_0005044,hypertensive disorder,Hypertension,9,Pruning and Thresholding (P+T),PGP000393,36152628,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003025/ScoringFiles/PGS003025.txt.gz,data/pgs/scoring_files/PGS003025.txt.gz
PGS000778,PRSHCM,MONDO_0005045,hypertrophic cardiomyopathy,Hypertrophic cardiomyopathy,20,Genome-wide significant variants,PGP000182,33495596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000778/ScoringFiles/PGS000778.txt.gz,data/pgs/scoring_files/PGS000778.txt.gz
PGS000070,PRS_LC_C,MONDO_0005061,lung adenocarcinoma,Lung cancer,19,"Genomewide-significant SNPs, filtered to be specific to Chinese ancestry individuals",PGP000049,31326317,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000070/ScoringFiles/PGS000070.txt.gz,data/pgs/scoring_files/PGS000070.txt.gz
PGS001319,GBE_HC708,MONDO_0005066,metabolic disease,Other metabolic disorders (time-to-event),2,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001319/ScoringFiles/PGS001319.txt.gz,data/pgs/scoring_files/PGS001319.txt.gz
PGS001317,GBE_BIN_FC1006150,MONDO_0005068,myocardial infarction,Vascular/heart problems diagnosed by doctor Heart attack,1030,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001317/ScoringFiles/PGS001317.txt.gz,data/pgs/scoring_files/PGS001317.txt.gz
PGS018590,TPMI_195.1_Lassosum2,MONDO_0005070,neoplasm,Malignant neoplasm other,2,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018590/ScoringFiles/PGS018590.txt.gz,data/pgs/scoring_files/PGS018590.txt.gz
PGS018926,TPMI_292_Lassosum2,MONDO_0005071,nervous system disorder,Neurological disorders,4,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018926/ScoringFiles/PGS018926.txt.gz,data/pgs/scoring_files/PGS018926.txt.gz
PGS002261,PRS22_NB,MONDO_0005072,neuroblastoma,Neuroblastoma,22,Genome-wide independent SNPs,PGP000287,35131881,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002261/ScoringFiles/PGS002261.txt.gz,data/pgs/scoring_files/PGS002261.txt.gz
PGS004316,GRS-HLA,MONDO_0005083,psoriasis,Psoriasis,11,Genome-wide significant SNPs,PGP000547,37323656,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004316/ScoringFiles/PGS004316.txt.gz,data/pgs/scoring_files/PGS004316.txt.gz
PGS018921,TPMI_291.4_Lassosum2,MONDO_0005084,mental disorder,Specific nonpsychotic mental disorders due to brain damage,127,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018921/ScoringFiles/PGS018921.txt.gz,data/pgs/scoring_files/PGS018921.txt.gz
PGS004245,PRS12_kidney,MONDO_0005086,renal cell carcinoma,Kidney cancer,12,PRSice-2,PGP000542,37087533,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004245/ScoringFiles/PGS004245.txt.gz,data/pgs/scoring_files/PGS004245.txt.gz
PGS002615,disease_RESPIRATORY_ENT.P+T.5e-08,MONDO_0005087,respiratory system disorder,Respiratory and ear-nose-throat diseases,382,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002615/ScoringFiles/PGS002615.txt.gz,data/pgs/scoring_files/PGS002615.txt.gz
PGS002588,disease_DERMATOLOGY.P+T.5e-08,MONDO_0005093,skin disorder,Dermatologic diseases,240,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002588/ScoringFiles/PGS002588.txt.gz,data/pgs/scoring_files/PGS002588.txt.gz
PGS000197,G-PROB_SpA,MONDO_0005095,spondyloarthropathy,Spondyloarthroparthy,31,Pruning and Thresholding (P+T),PGP000081,32461333,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000197/ScoringFiles/PGS000197.txt.gz,data/pgs/scoring_files/PGS000197.txt.gz
PGS000467,PRSWEB_PHECODE172.22_cSCC-Chahal_PT_MGI_20200608,MONDO_0005096,squamous cell carcinoma,Squamous cell carcinoma,6,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000467/ScoringFiles/PGS000467.txt.gz,data/pgs/scoring_files/PGS000467.txt.gz
PGS003392,best_LUSC,MONDO_0005097,squamous cell lung carcinoma,Lung squamous cell carcinoma,90,Pruning and Thresholding (P+T),PGP000413,36286845,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003392/ScoringFiles/PGS003392.txt.gz,data/pgs/scoring_files/PGS003392.txt.gz
PGS012579,PRS11_stroke,MONDO_0005098,stroke disorder,Stroke,11,Genome-wide significant SNPs,PGP000814,38528394,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012579/ScoringFiles/PGS012579.txt.gz,data/pgs/scoring_files/PGS012579.txt.gz
PGS000341,GRS33_SSc,MONDO_0005100,systemic sclerosis,Systemic sclerosis,33,"LD Clumping, PRSice-2",PGP000110,33004331,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000341/ScoringFiles/PGS000341.txt.gz,data/pgs/scoring_files/PGS000341.txt.gz
PGS001306,GBE_HC201,MONDO_0005101,ulcerative colitis,Ulcerative colitis,179,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001306/ScoringFiles/PGS001306.txt.gz,data/pgs/scoring_files/PGS001306.txt.gz
PGS000410,PRSWEB_PHECODE172.1_20001-1059_PT_MGI_20200608,MONDO_0005105,melanoma,Melanomas of skin (diagnosis or history),7,Pruning and Thresholding (P+T),PGP000118,32991828,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000410/ScoringFiles/PGS000410.txt.gz,data/pgs/scoring_files/PGS000410.txt.gz
PGS001303,GBE_HC872,MONDO_0005129,cataract,Other cataract (time-to-event),480,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001303/ScoringFiles/PGS001303.txt.gz,data/pgs/scoring_files/PGS001303.txt.gz
PGS001300,GBE_BIN21068,MONDO_0005130,celiac disease,"Celiac disease or gluten sensitivity, diagnosed",9,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001300/ScoringFiles/PGS001300.txt.gz,data/pgs/scoring_files/PGS001300.txt.gz
PGS000073,CC_Cervix,MONDO_0005131,cervical carcinoma,Cervical cancer,10,Genome-wide significant variants,PGP000050,33579919,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000073/ScoringFiles/PGS000073.txt.gz,data/pgs/scoring_files/PGS000073.txt.gz
PGS003447,PRS14_endo,MONDO_0005133,endometriosis,Endometriosis,14,GWAS-significant variants,PGP000447,36303976,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003447/ScoringFiles/PGS003447.txt.gz,data/pgs/scoring_files/PGS003447.txt.gz
PGS000156,cGRS_Lung,MONDO_0005138,lung carcinoma,Lung cancer,6,Pruning and Thresholding (P+T),PGP000075,30968590,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000156/ScoringFiles/PGS000156.txt.gz,data/pgs/scoring_files/PGS000156.txt.gz
PGS000158,cGRS_Ovarian,MONDO_0005140,ovarian carcinoma,Ovarian cancer,11,Pruning and Thresholding (P+T),PGP000075,30968590,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000158/ScoringFiles/PGS000158.txt.gz,data/pgs/scoring_files/PGS000158.txt.gz
PGS000023,AA_GRS,MONDO_0005147,type 1 diabetes mellitus,Type 1 diabetes (T1D),7,Genome-wide significant variants,PGP000013,30659077,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000023/ScoringFiles/PGS000023.txt.gz,data/pgs/scoring_files/PGS000023.txt.gz
PGS000849,T2D_Impaired_Lipids,MONDO_0005148,type 2 diabetes mellitus,Type 2 diabetes (based on SNPs associated with impaired lipids),3,Genome-wide significant variants,PGP000211,34737425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000849/ScoringFiles/PGS000849.txt.gz,data/pgs/scoring_files/PGS000849.txt.gz
PGS002269,PRS47_AMD,MONDO_0005150,age-related macular degeneration,Age-related macular degeneration,47,Independent variants associated with AMD,PGP000299,35149155,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002269/ScoringFiles/PGS002269.txt.gz,data/pgs/scoring_files/PGS002269.txt.gz
PGS001293,GBE_HC1123,MONDO_0005154,liver disorder,Other diseases of liver (time-to-event),92,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001293/ScoringFiles/PGS001293.txt.gz,data/pgs/scoring_files/PGS001293.txt.gz
PGS000776,GRS9_Cirr,MONDO_0005155,cirrhosis of liver,Cirrhosis,9,Variants significantly associated with alcohol-related cirrhosis,PGP000180,32561361,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000776/ScoringFiles/PGS000776.txt.gz,data/pgs/scoring_files/PGS000776.txt.gz
PGS000878,PRS4_PC,MONDO_0005159,prostate carcinoma,Prostate cancer,4,Clumping of genome-wide significant SNPs,PGP000224,33194723,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000878/ScoringFiles/PGS000878.txt.gz,data/pgs/scoring_files/PGS000878.txt.gz
PGS001290,GBE_HC376,MONDO_0005178,osteoarthritis,Osteoarthritis,579,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001290/ScoringFiles/PGS001290.txt.gz,data/pgs/scoring_files/PGS001290.txt.gz
PGS001353,PRS6_PD,MONDO_0005180,Parkinson disease,Parkinson's disease,6,"4 Genome-wide significant SNPs, 2 Asian specific risk variants",PGP000250,34402545,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001353/ScoringFiles/PGS001353.txt.gz,data/pgs/scoring_files/PGS001353.txt.gz
PGS002264,PRS_Combined,MONDO_0005184,pancreatic ductal adenocarcinoma,Pancreatic ductal adenocarcinoma,49,Curated variants associated with pancreatic cancer,PGP000293,35065983,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002264/ScoringFiles/PGS002264.txt.gz,data/pgs/scoring_files/PGS002264.txt.gz
PGS000159,cGRS_Pancreatic,MONDO_0005192,exocrine pancreatic carcinoma,Pancreatic cancer,9,Pruning and Thresholding (P+T),PGP000075,30968590,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000159/ScoringFiles/PGS000159.txt.gz,data/pgs/scoring_files/PGS000159.txt.gz
PGS000161,cGRS_Renal,MONDO_0005206,renal carcinoma,Renal cancer,10,Pruning and Thresholding (P+T),PGP000075,30968590,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000161/ScoringFiles/PGS000161.txt.gz,data/pgs/scoring_files/PGS000161.txt.gz
PGS019532,TPMI_610.1_Lassosum2,MONDO_0005219,breast fibrocystic disease,Cystic mastopathy,1,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019532/ScoringFiles/PGS019532.txt.gz,data/pgs/scoring_files/PGS019532.txt.gz
PGS001869,portability-PLR_681,MONDO_0005230,cellulitis,Superficial cellulitis and abscess,131,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001869/ScoringFiles/PGS001869.txt.gz,data/pgs/scoring_files/PGS001869.txt.gz
PGS019280,TPMI_480_Lassosum2,MONDO_0005249,pneumonia,Pneumonia,144,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019280/ScoringFiles/PGS019280.txt.gz,data/pgs/scoring_files/PGS019280.txt.gz
PGS004598,PRS12_HF,MONDO_0005252,heart failure,Heart failure,12,Genome-wide significant SNPs,PGP000576,36839222,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004598/ScoringFiles/PGS004598.txt.gz,data/pgs/scoring_files/PGS004598.txt.gz
PGS004270,GenoBoost_inflammatory_bowel_disease_0,MONDO_0005265,inflammatory bowel disease,Inflammatory bowel disease,20,GenoBoost,PGP000546,38811555,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004270/ScoringFiles/PGS004270.txt.gz,data/pgs/scoring_files/PGS004270.txt.gz
PGS000862,DR,MONDO_0005266,diabetic retinopathy,Diabetic Retinopathy,30,Genome-wide significant variants,PGP000211,34737425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000862/ScoringFiles/PGS000862.txt.gz,data/pgs/scoring_files/PGS000862.txt.gz
PGS000867,GRS10_Allergy,MONDO_0005271,allergic disease,Allergy,10,Genome-wide significant variants,PGP000213,29047167,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000867/ScoringFiles/PGS000867.txt.gz,data/pgs/scoring_files/PGS000867.txt.gz
PGS004797,migraine_PRSmix_eur,MONDO_0005277,migraine disorder,Migraine,23,PRSmix,PGP000604,38508198,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004797/ScoringFiles/PGS004797.txt.gz,data/pgs/scoring_files/PGS004797.txt.gz
PGS001280,GBE_HC943,MONDO_0005279,pulmonary embolism,PE (time-to-event),88,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001280/ScoringFiles/PGS001280.txt.gz,data/pgs/scoring_files/PGS001280.txt.gz
PGS001275,GBE_HC880,MONDO_0005283,retinal disorder,Other retinal disorders (time-to-event),6,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001275/ScoringFiles/PGS001275.txt.gz,data/pgs/scoring_files/PGS001275.txt.gz
PGS001843,portability-PLR_443.9,MONDO_0005294,peripheral vascular disease,"Peripheral vascular disease, unspecified",242,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001843/ScoringFiles/PGS001843.txt.gz,data/pgs/scoring_files/PGS001843.txt.gz
PGS003217,ExPRSweb_SleepApnea_finngen-R4-G6-SLEEPAPNO_DBSLMM_UKB_20211120,MONDO_0005296,sleep apnea syndrome,Sleep apnea,46,DBSLMM,PGP000393,36152628,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003217/ScoringFiles/PGS003217.txt.gz,data/pgs/scoring_files/PGS003217.txt.gz
PGS001273,GBE_HC22,MONDO_0005298,osteoporosis,Osteoporosis,316,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001273/ScoringFiles/PGS001273.txt.gz,data/pgs/scoring_files/PGS001273.txt.gz
PGS000859,CKD,MONDO_0005300,chronic kidney disease,Chronic kidney disease,34,Genome-wide significant variants,PGP000211,34737425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000859/ScoringFiles/PGS000859.txt.gz,data/pgs/scoring_files/PGS000859.txt.gz
PGS004700,HLA-GRS,MONDO_0005301,multiple sclerosis,Multiple sclerosis,12,Genome-wide significant alleles,PGP000603,38418465,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004700/ScoringFiles/PGS004700.txt.gz,data/pgs/scoring_files/PGS004700.txt.gz
PGS001267,GBE_HC422,MONDO_0005306,ankylosing spondylitis,Ankylosing spondylitis,10,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001267/ScoringFiles/PGS001267.txt.gz,data/pgs/scoring_files/PGS001267.txt.gz
PGS001263,GBE_HC440,MONDO_0005310,atrial flutter,Atrial flutter,2087,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001263/ScoringFiles/PGS001263.txt.gz,data/pgs/scoring_files/PGS001263.txt.gz
PGS001921,portability-PLR_fracture_5y,MONDO_0005315,bone fracture,Fractured/broken bones in last 5 years,7965,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001921/ScoringFiles/PGS001921.txt.gz,data/pgs/scoring_files/PGS001921.txt.gz
PGS001259,GBE_HC49,MONDO_0005324,seasonal allergic rhinitis,Hayfever/allergic rhinitis,349,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001259/ScoringFiles/PGS001259.txt.gz,data/pgs/scoring_files/PGS001259.txt.gz
PGS001258,GBE_HC57,MONDO_0005325,radius fracture,Radius fracture,365,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001258/ScoringFiles/PGS001258.txt.gz,data/pgs/scoring_files/PGS001258.txt.gz
PGS001257,GBE_INI1737,MONDO_0005326,sunburn,Childhood sunburn,519,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001257/ScoringFiles/PGS001257.txt.gz,data/pgs/scoring_files/PGS001257.txt.gz
PGS019066,TPMI_379_Lassosum2,MONDO_0005328,eye disorder,Other disorders of eye,13,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019066/ScoringFiles/PGS019066.txt.gz,data/pgs/scoring_files/PGS019066.txt.gz
PGS000350,GRS12_POAG,MONDO_0005338,open-angle glaucoma,Primary open-angle glaucoma,12,Genome-wide significant variants,PGP000115,31436842,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000350/ScoringFiles/PGS000350.txt.gz,data/pgs/scoring_files/PGS000350.txt.gz
